sex;parameter;age;mspline;sspline
1;FEF2575;26.5;0.024514282;-4.35e-06
1;FEF2575;26.75;0.033484382;-5.94e-06
1;FEF2575;27.0;0.042237792;-7.49e-06
1;FEF2575;27.25;0.050769688;-9.02e-06
1;FEF2575;27.5;0.059075437;-1.05e-05
1;FEF2575;27.75;0.067150724;-1.2e-05
1;FEF2575;28.0;0.074991588;-1.34e-05
1;FEF2575;28.25;0.082594803;-1.48e-05
1;FEF2575;28.5;0.089959009;-1.62e-05
1;FEF2575;28.75;0.09708343;-1.75e-05
1;FEF2575;29.0;0.103967451;-1.88e-05
1;FEF2575;29.25;0.110610533;-2.01e-05
1;FEF2575;29.5;0.117011993;-2.14e-05
1;FEF2575;29.75;0.123171226;-2.26e-05
1;FEF2575;30.0;0.12908777;-2.38e-05
1;FEF2575;30.25;0.134761877;-2.5e-05
1;FEF2575;30.5;0.140196157;-2.61e-05
1;FEF2575;30.75;0.145393764;-2.72e-05
1;FEF2575;31.0;0.150357809;-2.83e-05
1;FEF2575;31.25;0.155091605;-2.94e-05
1;FEF2575;31.5;0.159599413;-3.04e-05
1;FEF2575;31.75;0.163885636;-3.14e-05
1;FEF2575;32.0;0.167954566;-3.24e-05
1;FEF2575;32.25;0.171810366;-3.33e-05
1;FEF2575;32.5;0.17545701;-3.42e-05
1;FEF2575;32.75;0.178898356;-3.51e-05
1;FEF2575;33.0;0.182138171;-3.59e-05
1;FEF2575;33.25;0.185180253;-3.67e-05
1;FEF2575;33.5;0.188028798;-3.75e-05
1;FEF2575;33.75;0.19068801;-3.83e-05
1;FEF2575;34.0;0.193161981;-3.9e-05
1;FEF2575;34.25;0.195454708;-3.97e-05
1;FEF2575;34.5;0.197570137;-4.03e-05
1;FEF2575;34.75;0.19951212;-4.1e-05
1;FEF2575;35.0;0.20128441;-4.16e-05
1;FEF2575;35.25;0.202890482;-4.21e-05
1;FEF2575;35.5;0.20433303;-4.27e-05
1;FEF2575;35.75;0.205614515;-4.32e-05
1;FEF2575;36.0;0.206737352;-4.36e-05
1;FEF2575;36.25;0.207703808;-4.41e-05
1;FEF2575;36.5;0.2085157;-4.45e-05
1;FEF2575;36.75;0.209174723;-4.49e-05
1;FEF2575;37.0;0.209682551;-4.52e-05
1;FEF2575;37.25;0.210040883;-4.55e-05
1;FEF2575;37.5;0.21025156;-4.58e-05
1;FEF2575;37.75;0.210316439;-4.6e-05
1;FEF2575;38.0;0.210237349;-4.62e-05
1;FEF2575;38.25;0.21001592;-4.64e-05
1;FEF2575;38.5;0.209653092;-4.65e-05
1;FEF2575;38.75;0.209149643;-4.66e-05
1;FEF2575;39.0;0.208506362;-4.67e-05
1;FEF2575;39.25;0.207724037;-4.67e-05
1;FEF2575;39.5;0.206803407;-4.67e-05
1;FEF2575;39.75;0.205745209;-4.66e-05
1;FEF2575;40.0;0.204550192;-4.66e-05
1;FEF2575;40.25;0.203219066;-4.65e-05
1;FEF2575;40.5;0.201752363;-4.63e-05
1;FEF2575;40.75;0.200150582;-4.61e-05
1;FEF2575;41.0;0.198414243;-4.59e-05
1;FEF2575;41.25;0.196544287;-4.57e-05
1;FEF2575;41.5;0.194543274;-4.54e-05
1;FEF2575;41.75;0.192414102;-4.51e-05
1;FEF2575;42.0;0.190159601;-4.47e-05
1;FEF2575;42.25;0.187782652;-4.43e-05
1;FEF2575;42.5;0.185286533;-4.39e-05
1;FEF2575;42.75;0.182674555;-4.34e-05
1;FEF2575;43.0;0.17994994;-4.3e-05
1;FEF2575;43.25;0.177115761;-4.25e-05
1;FEF2575;43.5;0.174174745;-4.19e-05
1;FEF2575;43.75;0.171129488;-4.13e-05
1;FEF2575;44.0;0.16798252;-4.07e-05
1;FEF2575;44.25;0.164736497;-4.01e-05
1;FEF2575;44.5;0.161394759;-3.94e-05
1;FEF2575;44.75;0.157960738;-3.87e-05
1;FEF2575;45.0;0.154437776;-3.8e-05
1;FEF2575;45.25;0.150829308;-3.72e-05
1;FEF2575;45.5;0.147139416;-3.65e-05
1;FEF2575;45.75;0.14337225;-3.56e-05
1;FEF2575;46.0;0.13953184;-3.48e-05
1;FEF2575;46.25;0.135622065;-3.39e-05
1;FEF2575;46.5;0.131646536;-3.31e-05
1;FEF2575;46.75;0.127608726;-3.21e-05
1;FEF2575;47.0;0.123512011;-3.12e-05
1;FEF2575;47.25;0.119359686;-3.02e-05
1;FEF2575;47.5;0.115155021;-2.92e-05
1;FEF2575;47.75;0.11090121;-2.82e-05
1;FEF2575;48.0;0.106601357;-2.72e-05
1;FEF2575;48.25;0.102258341;-2.61e-05
1;FEF2575;48.5;0.097874408;-2.5e-05
1;FEF2575;48.75;0.093451604;-2.39e-05
1;FEF2575;49.0;0.088991923;-2.28e-05
1;FEF2575;49.25;0.084497297;-2.17e-05
1;FEF2575;49.5;0.07996958;-2.05e-05
1;FEF2575;49.75;0.075410569;-1.93e-05
1;FEF2575;50.0;0.070822014;-1.81e-05
1;FEF2575;50.25;0.066205621;-1.69e-05
1;FEF2575;50.5;0.061563058;-1.56e-05
1;FEF2575;50.75;0.056895952;-1.44e-05
1;FEF2575;51.0;0.052205886;-1.31e-05
1;FEF2575;51.25;0.047494401;-1.18e-05
1;FEF2575;51.5;0.042762992;-1.05e-05
1;FEF2575;51.75;0.038013113;-9.17e-06
1;FEF2575;52.0;0.033246181;-7.82e-06
1;FEF2575;52.25;0.028463567;-6.47e-06
1;FEF2575;52.5;0.023666576;-5.09e-06
1;FEF2575;52.75;0.018856471;-3.71e-06
1;FEF2575;53.0;0.014034481;-2.31e-06
1;FEF2575;53.25;0.009201807;-8.97e-07
1;FEF2575;53.5;0.004359616;5.29e-07
1;FEF2575;53.75;-0.000490952;1.97e-06
1;FEF2575;54.0;-0.005348788;3.42e-06
1;FEF2575;54.25;-0.010212811;4.88e-06
1;FEF2575;54.5;-0.01508197;6.35e-06
1;FEF2575;54.75;-0.019955241;7.83e-06
1;FEF2575;55.0;-0.024831626;9.33e-06
1;FEF2575;55.25;-0.029710155;1.08e-05
1;FEF2575;55.5;-0.034589881;1.23e-05
1;FEF2575;55.75;-0.039469883;1.39e-05
1;FEF2575;56.0;-0.044349265;1.54e-05
1;FEF2575;56.25;-0.049227149;1.69e-05
1;FEF2575;56.5;-0.054102664;1.85e-05
1;FEF2575;56.75;-0.058974958;2e-05
1;FEF2575;57.0;-0.063843201;2.16e-05
1;FEF2575;57.25;-0.068706584;2.32e-05
1;FEF2575;57.5;-0.073564317;2.48e-05
1;FEF2575;57.75;-0.07841563;2.63e-05
1;FEF2575;58.0;-0.083259771;2.79e-05
1;FEF2575;58.25;-0.088096013;2.95e-05
1;FEF2575;58.5;-0.092923657;3.11e-05
1;FEF2575;58.75;-0.097742024;3.28e-05
1;FEF2575;59.0;-0.102550455;3.44e-05
1;FEF2575;59.25;-0.107348296;3.6e-05
1;FEF2575;59.5;-0.112134881;3.76e-05
1;FEF2575;59.75;-0.116909547;3.92e-05
1;FEF2575;60.0;-0.121671653;4.09e-05
1;FEF2575;60.25;-0.126420613;4.25e-05
1;FEF2575;60.5;-0.13115602;4.42e-05
1;FEF2575;60.75;-0.135877513;4.58e-05
1;FEF2575;61.0;-0.140584747;4.75e-05
1;FEF2575;61.25;-0.145277423;4.91e-05
1;FEF2575;61.5;-0.149955409;5.08e-05
1;FEF2575;61.75;-0.154618617;5.24e-05
1;FEF2575;62.0;-0.159266963;5.41e-05
1;FEF2575;62.25;-0.163900357;5.57e-05
1;FEF2575;62.5;-0.168518679;5.74e-05
1;FEF2575;62.75;-0.173121803;5.91e-05
1;FEF2575;63.0;-0.177709608;6.07e-05
1;FEF2575;63.25;-0.182281983;6.24e-05
1;FEF2575;63.5;-0.186838834;6.41e-05
1;FEF2575;63.75;-0.191380076;6.57e-05
1;FEF2575;64.0;-0.195905628;6.74e-05
1;FEF2575;64.25;-0.200415403;6.91e-05
1;FEF2575;64.5;-0.204909291;7.07e-05
1;FEF2575;64.75;-0.209387178;7.24e-05
1;FEF2575;65.0;-0.213848954;7.41e-05
1;FEF2575;65.25;-0.218294552;7.57e-05
1;FEF2575;65.5;-0.222724064;7.74e-05
1;FEF2575;65.75;-0.227137616;7.91e-05
1;FEF2575;66.0;-0.231535335;8.07e-05
1;FEF2575;66.25;-0.235917364;8.24e-05
1;FEF2575;66.5;-0.24028391;8.4e-05
1;FEF2575;66.75;-0.244635194;8.57e-05
1;FEF2575;67.0;-0.248971433;8.73e-05
1;FEF2575;67.25;-0.253292839;8.9e-05
1;FEF2575;67.5;-0.257599602;9.06e-05
1;FEF2575;67.75;-0.261891908;9.23e-05
1;FEF2575;68.0;-0.266169938;9.39e-05
1;FEF2575;68.25;-0.270433873;9.56e-05
1;FEF2575;68.5;-0.274683887;9.72e-05
1;FEF2575;68.75;-0.278920156;9.88e-05
1;FEF2575;69.0;-0.283142849;0.000100449
1;FEF2575;69.25;-0.287352138;0.000102072
1;FEF2575;69.5;-0.291548208;0.000103691
1;FEF2575;69.75;-0.295731243;0.000105306
1;FEF2575;70.0;-0.299901424;0.000106916
1;FEF2575;70.25;-0.304058912;0.000108523
1;FEF2575;70.5;-0.308203796;0.000110125
1;FEF2575;70.75;-0.312336147;0.000111722
1;FEF2575;71.0;-0.316456035;0.000113315
1;FEF2575;71.25;-0.320563508;0.000114904
1;FEF2575;71.5;-0.324658537;0.000116487
1;FEF2575;71.75;-0.328741075;0.000118066
1;FEF2575;72.0;-0.332811074;0.00011964
1;FEF2575;72.25;-0.336868496;0.00012121
1;FEF2575;72.5;-0.340913315;0.000122775
1;FEF2575;72.75;-0.344945514;0.000124335
1;FEF2575;73.0;-0.348965078;0.00012589
1;FEF2575;73.25;-0.352971988;0.00012744
1;FEF2575;73.5;-0.356966233;0.000128986
1;FEF2575;73.75;-0.360947797;0.000130527
1;FEF2575;74.0;-0.36491667;0.000132063
1;FEF2575;74.25;-0.368872835;0.000133594
1;FEF2575;74.5;-0.37281626;0.000135121
1;FEF2575;74.75;-0.376746908;0.000136642
1;FEF2575;75.0;-0.380664746;0.000138159
1;FEF2575;75.25;-0.384569752;0.000139671
1;FEF2575;75.5;-0.388461949;0.000141177
1;FEF2575;75.75;-0.392341373;0.000142679
1;FEF2575;76.0;-0.39620806;0.000144176
1;FEF2575;76.25;-0.400062044;0.000145668
1;FEF2575;76.5;-0.403903362;0.000147155
1;FEF2575;76.75;-0.407732049;0.000148638
1;FEF2575;77.0;-0.411548141;0.000150115
1;FEF2575;77.25;-0.415351685;0.000151588
1;FEF2575;77.5;-0.419142767;0.000153055
1;FEF2575;77.75;-0.422921485;0.000154518
1;FEF2575;78.0;-0.426687935;0.000155977
1;FEF2575;78.25;-0.430442211;0.00015743
1;FEF2575;78.5;-0.434184407;0.000158879
1;FEF2575;78.75;-0.437914616;0.000160323
1;FEF2575;79.0;-0.441632928;0.000161763
1;FEF2575;79.25;-0.445339434;0.000163198
1;FEF2575;79.5;-0.449034215;0.000164628
1;FEF2575;79.75;-0.452717354;0.000166054
1;FEF2575;80.0;-0.456388931;0.000167475
1;FEF2575;80.25;-0.460049023;0.000168892
1;FEF2575;80.5;-0.463697711;0.000170305
1;FEF2575;80.75;-0.467335071;0.000171713
1;FEF2575;81.0;-0.470961181;0.000173117
1;FEF2575;81.25;-0.474576115;0.000174516
1;FEF2575;81.5;-0.478179943;0.000175911
1;FEF2575;81.75;-0.481772733;0.000177302
1;FEF2575;82.0;-0.485354553;0.000178689
1;FEF2575;82.25;-0.48892547;0.000180071
1;FEF2575;82.5;-0.492485549;0.000181449
1;FEF2575;82.75;-0.496034856;0.000182823
1;FEF2575;83.0;-0.499573457;0.000184193
1;FEF25;18.0;-0.155752213;-4.27e-05
1;FEF25;18.25;-0.15025442;-4.12e-05
1;FEF25;18.5;-0.144834734;-3.97e-05
1;FEF25;18.75;-0.139494197;-3.82e-05
1;FEF25;19.0;-0.134233691;-3.67e-05
1;FEF25;19.25;-0.129054079;-3.53e-05
1;FEF25;19.5;-0.123956608;-3.38e-05
1;FEF25;19.75;-0.118942482;-3.24e-05
1;FEF25;20.0;-0.114012732;-3.1e-05
1;FEF25;20.25;-0.109168499;-2.97e-05
1;FEF25;20.5;-0.104411801;-2.84e-05
1;FEF25;20.75;-0.099744687;-2.7e-05
1;FEF25;21.0;-0.095168979;-2.58e-05
1;FEF25;21.25;-0.090686556;-2.45e-05
1;FEF25;21.5;-0.08630013;-2.33e-05
1;FEF25;21.75;-0.082012401;-2.21e-05
1;FEF25;22.0;-0.077825802;-2.09e-05
1;FEF25;22.25;-0.073742509;-1.98e-05
1;FEF25;22.5;-0.069764418;-1.87e-05
1;FEF25;22.75;-0.065893205;-1.76e-05
1;FEF25;23.0;-0.062130352;-1.66e-05
1;FEF25;23.25;-0.058477247;-1.56e-05
1;FEF25;23.5;-0.054935424;-1.46e-05
1;FEF25;23.75;-0.051506319;-1.37e-05
1;FEF25;24.0;-0.048191196;-1.28e-05
1;FEF25;24.25;-0.044990404;-1.19e-05
1;FEF25;24.5;-0.041901219;-1.11e-05
1;FEF25;24.75;-0.038920269;-1.03e-05
1;FEF25;25.0;-0.036044312;-9.49e-06
1;FEF25;25.25;-0.03327016;-8.74e-06
1;FEF25;25.5;-0.030594504;-8.01e-06
1;FEF25;25.75;-0.028014097;-7.3e-06
1;FEF25;26.0;-0.02552582;-6.62e-06
1;FEF25;26.25;-0.023126505;-5.95e-06
1;FEF25;26.5;-0.020812434;-5.31e-06
1;FEF25;26.75;-0.018579883;-4.67e-06
1;FEF25;27.0;-0.016425281;-4.06e-06
1;FEF25;27.25;-0.01434519;-3.45e-06
1;FEF25;27.5;-0.012336231;-2.86e-06
1;FEF25;27.75;-0.010395149;-2.28e-06
1;FEF25;28.0;-0.008518821;-1.71e-06
1;FEF25;28.25;-0.006704448;-1.15e-06
1;FEF25;28.5;-0.004950088;-5.96e-07
1;FEF25;28.75;-0.003254058;-5.25e-08
1;FEF25;29.0;-0.001614728;4.81e-07
1;FEF25;29.25;-3.05e-05;1e-06
1;FEF25;29.5;0.001500074;1.52e-06
1;FEF25;29.75;0.002978539;2.02e-06
1;FEF25;30.0;0.004406293;2.51e-06
1;FEF25;30.25;0.005784631;2.99e-06
1;FEF25;30.5;0.007114482;3.46e-06
1;FEF25;30.75;0.008396671;3.92e-06
1;FEF25;31.0;0.009632006;4.36e-06
1;FEF25;31.25;0.010821228;4.79e-06
1;FEF25;31.5;0.011964875;5.2e-06
1;FEF25;31.75;0.013063436;5.6e-06
1;FEF25;32.0;0.014117392;5.99e-06
1;FEF25;32.25;0.015127257;6.35e-06
1;FEF25;32.5;0.016093676;6.7e-06
1;FEF25;32.75;0.017017315;7.03e-06
1;FEF25;33.0;0.017898827;7.34e-06
1;FEF25;33.25;0.018738926;7.63e-06
1;FEF25;33.5;0.01953861;7.9e-06
1;FEF25;33.75;0.02029892;8.15e-06
1;FEF25;34.0;0.021020866;8.38e-06
1;FEF25;34.25;0.021705423;8.59e-06
1;FEF25;34.5;0.022353515;8.78e-06
1;FEF25;34.75;0.022966033;8.94e-06
1;FEF25;35.0;0.023543843;9.09e-06
1;FEF25;35.25;0.024087768;9.21e-06
1;FEF25;35.5;0.024598532;9.32e-06
1;FEF25;35.75;0.025076822;9.4e-06
1;FEF25;36.0;0.025523308;9.46e-06
1;FEF25;36.25;0.025938633;9.51e-06
1;FEF25;36.5;0.026323384;9.53e-06
1;FEF25;36.75;0.026678127;9.53e-06
1;FEF25;37.0;0.027003411;9.52e-06
1;FEF25;37.25;0.027299772;9.49e-06
1;FEF25;37.5;0.027567716;9.44e-06
1;FEF25;37.75;0.027807732;9.38e-06
1;FEF25;38.0;0.028020301;9.31e-06
1;FEF25;38.25;0.028205948;9.21e-06
1;FEF25;38.5;0.028365412;9.11e-06
1;FEF25;38.75;0.028499466;8.99e-06
1;FEF25;39.0;0.028608861;8.85e-06
1;FEF25;39.25;0.028694336;8.71e-06
1;FEF25;39.5;0.028756642;8.56e-06
1;FEF25;39.75;0.028796518;8.39e-06
1;FEF25;40.0;0.02881468;8.22e-06
1;FEF25;40.25;0.028811833;8.04e-06
1;FEF25;40.5;0.02878868;7.85e-06
1;FEF25;40.75;0.028745913;7.65e-06
1;FEF25;41.0;0.028684204;7.45e-06
1;FEF25;41.25;0.02860414;7.24e-06
1;FEF25;41.5;0.028506037;7.02e-06
1;FEF25;41.75;0.028390143;6.8e-06
1;FEF25;42.0;0.028256702;6.58e-06
1;FEF25;42.25;0.028105931;6.35e-06
1;FEF25;42.5;0.027937967;6.12e-06
1;FEF25;42.75;0.027752925;5.88e-06
1;FEF25;43.0;0.02755092;5.64e-06
1;FEF25;43.25;0.027332084;5.41e-06
1;FEF25;43.5;0.027096602;5.16e-06
1;FEF25;43.75;0.026844676;4.92e-06
1;FEF25;44.0;0.0265765;4.67e-06
1;FEF25;44.25;0.026292221;4.43e-06
1;FEF25;44.5;0.025991795;4.18e-06
1;FEF25;44.75;0.025675137;3.94e-06
1;FEF25;45.0;0.025342169;3.69e-06
1;FEF25;45.25;0.024992771;3.44e-06
1;FEF25;45.5;0.02462664;3.2e-06
1;FEF25;45.75;0.024243442;2.95e-06
1;FEF25;46.0;0.023842854;2.71e-06
1;FEF25;46.25;0.02342458;2.46e-06
1;FEF25;46.5;0.022988378;2.22e-06
1;FEF25;46.75;0.022534026;1.98e-06
1;FEF25;47.0;0.022061314;1.74e-06
1;FEF25;47.25;0.021570037;1.5e-06
1;FEF25;47.5;0.02105998;1.27e-06
1;FEF25;47.75;0.020530931;1.03e-06
1;FEF25;48.0;0.019982691;8.02e-07
1;FEF25;48.25;0.019415128;5.73e-07
1;FEF25;48.5;0.018828351;3.47e-07
1;FEF25;48.75;0.018222528;1.23e-07
1;FEF25;49.0;0.017597825;-9.75e-08
1;FEF25;49.25;0.016954411;-3.16e-07
1;FEF25;49.5;0.016292464;-5.31e-07
1;FEF25;49.75;0.015612169;-7.43e-07
1;FEF25;50.0;0.014913704;-9.53e-07
1;FEF25;50.25;0.014197246;-1.16e-06
1;FEF25;50.5;0.013462956;-1.36e-06
1;FEF25;50.75;0.012710994;-1.56e-06
1;FEF25;51.0;0.011941517;-1.76e-06
1;FEF25;51.25;0.011154687;-1.95e-06
1;FEF25;51.5;0.010350692;-2.14e-06
1;FEF25;51.75;0.009529725;-2.33e-06
1;FEF25;52.0;0.008691976;-2.51e-06
1;FEF25;52.25;0.007837698;-2.69e-06
1;FEF25;52.5;0.006967401;-2.87e-06
1;FEF25;52.75;0.006081647;-3.04e-06
1;FEF25;53.0;0.005180986;-3.21e-06
1;FEF25;53.25;0.004265951;-3.38e-06
1;FEF25;53.5;0.003337042;-3.54e-06
1;FEF25;53.75;0.002394745;-3.7e-06
1;FEF25;54.0;0.001439534;-3.86e-06
1;FEF25;54.25;0.000471873;-4.01e-06
1;FEF25;54.5;-0.000507781;-4.15e-06
1;FEF25;54.75;-0.001498976;-4.3e-06
1;FEF25;55.0;-0.002501276;-4.44e-06
1;FEF25;55.25;-0.003514252;-4.57e-06
1;FEF25;55.5;-0.004537489;-4.7e-06
1;FEF25;55.75;-0.005570582;-4.83e-06
1;FEF25;56.0;-0.006613135;-4.96e-06
1;FEF25;56.25;-0.007664747;-5.08e-06
1;FEF25;56.5;-0.008724976;-5.19e-06
1;FEF25;56.75;-0.009793374;-5.3e-06
1;FEF25;57.0;-0.010869504;-5.41e-06
1;FEF25;57.25;-0.011952942;-5.52e-06
1;FEF25;57.5;-0.013043267;-5.62e-06
1;FEF25;57.75;-0.014140072;-5.71e-06
1;FEF25;58.0;-0.015242956;-5.81e-06
1;FEF25;58.25;-0.016351531;-5.9e-06
1;FEF25;58.5;-0.017465417;-5.98e-06
1;FEF25;58.75;-0.018584247;-6.07e-06
1;FEF25;59.0;-0.019707662;-6.15e-06
1;FEF25;59.25;-0.020835306;-6.22e-06
1;FEF25;59.5;-0.021966829;-6.29e-06
1;FEF25;59.75;-0.023101883;-6.36e-06
1;FEF25;60.0;-0.024240129;-6.43e-06
1;FEF25;60.25;-0.025381247;-6.49e-06
1;FEF25;60.5;-0.026524957;-6.55e-06
1;FEF25;60.75;-0.027670996;-6.6e-06
1;FEF25;61.0;-0.028819105;-6.66e-06
1;FEF25;61.25;-0.029969041;-6.71e-06
1;FEF25;61.5;-0.031120601;-6.75e-06
1;FEF25;61.75;-0.032273596;-6.8e-06
